Time,Emotion,Confidence,Details
2024-08-23 07:55:49,neutral,0.57,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.0, 'sad': 0.12, 'surprise': 0.03, 'neutral': 0.57}"
2024-08-23 07:55:49,sad,0.55,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.15, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:55:49,sad,0.59,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.13, 'sad': 0.59, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:55:49,sad,0.6,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.14, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:55:49,neutral,0.47,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.0, 'sad': 0.16, 'surprise': 0.01, 'neutral': 0.47}"
2024-08-23 07:55:49,sad,0.57,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.16, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:55:49,neutral,0.45,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.0, 'sad': 0.11, 'surprise': 0.03, 'neutral': 0.45}"
2024-08-23 07:55:49,sad,0.62,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.18, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:55:49,sad,0.5,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.22, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:55:49,sad,0.56,"{'angry': 0.17, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.13, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:55:49,sad,0.52,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.22, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.14}"
2024-08-23 07:55:49,neutral,0.64,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.04, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.64}"
2024-08-23 07:55:49,sad,0.5,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.18, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:55:49,sad,0.57,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.16, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:55:50,sad,0.59,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.14, 'sad': 0.59, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:50,sad,0.55,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.18, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:55:50,sad,0.6,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.12, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:55:50,sad,0.5,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.27, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.14}"
2024-08-23 07:55:50,angry,0.27,"{'angry': 0.27, 'disgust': 0.01, 'fear': 0.16, 'happy': 0.22, 'sad': 0.25, 'surprise': 0.05, 'neutral': 0.05}"
2024-08-23 07:55:50,sad,0.55,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.16, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:55:50,sad,0.55,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.16, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:50,sad,0.54,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.19, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:50,sad,0.54,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.17, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:55:50,sad,0.5,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.25, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:50,sad,0.58,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.17, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.14}"
2024-08-23 07:55:50,angry,0.69,"{'angry': 0.69, 'disgust': 0.03, 'fear': 0.07, 'happy': 0.01, 'sad': 0.11, 'surprise': 0.02, 'neutral': 0.07}"
2024-08-23 07:55:50,sad,0.54,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.17, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:55:50,angry,0.72,"{'angry': 0.72, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.01, 'neutral': 0.09}"
2024-08-23 07:55:50,sad,0.62,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.12, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:50,sad,0.62,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.12, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:55:51,neutral,0.44,"{'angry': 0.33, 'disgust': 0.02, 'fear': 0.05, 'happy': 0.0, 'sad': 0.13, 'surprise': 0.03, 'neutral': 0.44}"
2024-08-23 07:55:51,neutral,0.58,"{'angry': 0.23, 'disgust': 0.03, 'fear': 0.04, 'happy': 0.0, 'sad': 0.1, 'surprise': 0.02, 'neutral': 0.58}"
2024-08-23 07:55:51,neutral,0.37,"{'angry': 0.34, 'disgust': 0.03, 'fear': 0.06, 'happy': 0.0, 'sad': 0.16, 'surprise': 0.03, 'neutral': 0.37}"
2024-08-23 07:55:51,neutral,0.37,"{'angry': 0.34, 'disgust': 0.03, 'fear': 0.06, 'happy': 0.0, 'sad': 0.16, 'surprise': 0.03, 'neutral': 0.37}"
2024-08-23 07:55:51,angry,0.27,"{'angry': 0.27, 'disgust': 0.01, 'fear': 0.27, 'happy': 0.0, 'sad': 0.25, 'surprise': 0.03, 'neutral': 0.16}"
2024-08-23 07:55:51,happy,0.36,"{'angry': 0.33, 'disgust': 0.04, 'fear': 0.12, 'happy': 0.36, 'sad': 0.14, 'surprise': 0.01, 'neutral': 0.01}"
2024-08-23 07:55:51,happy,0.36,"{'angry': 0.33, 'disgust': 0.04, 'fear': 0.12, 'happy': 0.36, 'sad': 0.14, 'surprise': 0.01, 'neutral': 0.01}"
2024-08-23 07:55:51,sad,0.47,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.07, 'sad': 0.47, 'surprise': 0.02, 'neutral': 0.11}"
2024-08-23 07:55:52,happy,0.39,"{'angry': 0.08, 'disgust': 0.01, 'fear': 0.13, 'happy': 0.39, 'sad': 0.25, 'surprise': 0.02, 'neutral': 0.13}"
2024-08-23 07:55:52,fear,0.5,"{'angry': 0.21, 'disgust': 0.02, 'fear': 0.5, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.02, 'neutral': 0.05}"
2024-08-23 07:55:52,angry,0.65,"{'angry': 0.65, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.01, 'neutral': 0.14}"
2024-08-23 07:55:52,sad,0.54,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.04, 'sad': 0.54, 'surprise': 0.05, 'neutral': 0.25}"
2024-08-23 07:55:52,neutral,0.41,"{'angry': 0.15, 'disgust': 0.01, 'fear': 0.09, 'happy': 0.08, 'sad': 0.25, 'surprise': 0.01, 'neutral': 0.41}"
2024-08-23 07:55:52,neutral,0.41,"{'angry': 0.15, 'disgust': 0.01, 'fear': 0.09, 'happy': 0.08, 'sad': 0.25, 'surprise': 0.01, 'neutral': 0.41}"
2024-08-23 07:55:53,angry,0.33,"{'angry': 0.33, 'disgust': 0.01, 'fear': 0.11, 'happy': 0.27, 'sad': 0.24, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:55:54,angry,0.38,"{'angry': 0.38, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.18, 'sad': 0.18, 'surprise': 0.01, 'neutral': 0.05}"
2024-08-23 07:55:54,angry,0.67,"{'angry': 0.67, 'disgust': 0.01, 'fear': 0.11, 'happy': 0.03, 'sad': 0.13, 'surprise': 0.02, 'neutral': 0.04}"
2024-08-23 07:55:55,angry,0.65,"{'angry': 0.65, 'disgust': 0.01, 'fear': 0.11, 'happy': 0.03, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.04}"
2024-08-23 07:55:55,angry,0.59,"{'angry': 0.59, 'disgust': 0.01, 'fear': 0.13, 'happy': 0.02, 'sad': 0.19, 'surprise': 0.01, 'neutral': 0.04}"
2024-08-23 07:55:55,angry,0.46,"{'angry': 0.46, 'disgust': 0.01, 'fear': 0.16, 'happy': 0.08, 'sad': 0.2, 'surprise': 0.01, 'neutral': 0.08}"
2024-08-23 07:55:55,angry,0.5,"{'angry': 0.5, 'disgust': 0.02, 'fear': 0.15, 'happy': 0.03, 'sad': 0.22, 'surprise': 0.01, 'neutral': 0.07}"
2024-08-23 07:55:55,angry,0.5,"{'angry': 0.5, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.1, 'sad': 0.16, 'surprise': 0.01, 'neutral': 0.11}"
2024-08-23 07:55:55,angry,0.68,"{'angry': 0.68, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.04, 'sad': 0.09, 'surprise': 0.03, 'neutral': 0.05}"
2024-08-23 07:55:55,angry,0.55,"{'angry': 0.55, 'disgust': 0.01, 'fear': 0.18, 'happy': 0.03, 'sad': 0.16, 'surprise': 0.02, 'neutral': 0.05}"
2024-08-23 07:55:55,angry,0.63,"{'angry': 0.63, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.03, 'sad': 0.04, 'surprise': 0.04, 'neutral': 0.07}"
2024-08-23 07:55:55,angry,0.7,"{'angry': 0.7, 'disgust': 0.01, 'fear': 0.12, 'happy': 0.02, 'sad': 0.09, 'surprise': 0.02, 'neutral': 0.04}"
2024-08-23 07:55:55,angry,0.67,"{'angry': 0.67, 'disgust': 0.01, 'fear': 0.11, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.02, 'neutral': 0.05}"
2024-08-23 07:55:55,angry,0.64,"{'angry': 0.64, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.04, 'sad': 0.04, 'surprise': 0.06, 'neutral': 0.08}"
2024-08-23 07:55:55,angry,0.62,"{'angry': 0.62, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.04, 'sad': 0.13, 'surprise': 0.03, 'neutral': 0.05}"
2024-08-23 07:55:55,angry,0.67,"{'angry': 0.67, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.04, 'sad': 0.1, 'surprise': 0.02, 'neutral': 0.06}"
2024-08-23 07:55:55,angry,0.69,"{'angry': 0.69, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.04, 'sad': 0.08, 'surprise': 0.03, 'neutral': 0.04}"
2024-08-23 07:55:55,angry,0.69,"{'angry': 0.69, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.04, 'sad': 0.08, 'surprise': 0.03, 'neutral': 0.04}"
2024-08-23 07:55:56,neutral,0.45,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.26, 'happy': 0.05, 'sad': 0.15, 'surprise': 0.02, 'neutral': 0.45}"
2024-08-23 07:55:56,angry,0.67,"{'angry': 0.67, 'disgust': 0.01, 'fear': 0.13, 'happy': 0.03, 'sad': 0.11, 'surprise': 0.02, 'neutral': 0.03}"
2024-08-23 07:55:56,angry,0.51,"{'angry': 0.51, 'disgust': 0.01, 'fear': 0.12, 'happy': 0.12, 'sad': 0.11, 'surprise': 0.03, 'neutral': 0.11}"
2024-08-23 07:55:56,angry,0.57,"{'angry': 0.57, 'disgust': 0.01, 'fear': 0.17, 'happy': 0.05, 'sad': 0.14, 'surprise': 0.02, 'neutral': 0.05}"
2024-08-23 07:55:56,angry,0.61,"{'angry': 0.61, 'disgust': 0.01, 'fear': 0.15, 'happy': 0.07, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.04}"
2024-08-23 07:55:56,angry,0.67,"{'angry': 0.67, 'disgust': 0.01, 'fear': 0.12, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.02, 'neutral': 0.03}"
2024-08-23 07:55:56,angry,0.6,"{'angry': 0.6, 'disgust': 0.03, 'fear': 0.18, 'happy': 0.03, 'sad': 0.11, 'surprise': 0.03, 'neutral': 0.03}"
2024-08-23 07:55:56,angry,0.63,"{'angry': 0.63, 'disgust': 0.01, 'fear': 0.15, 'happy': 0.04, 'sad': 0.14, 'surprise': 0.01, 'neutral': 0.02}"
2024-08-23 07:55:56,angry,0.59,"{'angry': 0.59, 'disgust': 0.02, 'fear': 0.1, 'happy': 0.01, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.02}"
2024-08-23 07:55:56,angry,0.86,"{'angry': 0.86, 'disgust': 0.01, 'fear': 0.03, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:55:57,sad,0.3,"{'angry': 0.23, 'disgust': 0.06, 'fear': 0.17, 'happy': 0.0, 'sad': 0.3, 'surprise': 0.01, 'neutral': 0.23}"
2024-08-23 07:55:57,angry,0.43,"{'angry': 0.43, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.03, 'sad': 0.2, 'surprise': 0.02, 'neutral': 0.22}"
2024-08-23 07:55:57,angry,0.49,"{'angry': 0.49, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.01, 'sad': 0.11, 'surprise': 0.03, 'neutral': 0.06}"
2024-08-23 07:55:57,neutral,0.59,"{'angry': 0.2, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.06, 'surprise': 0.05, 'neutral': 0.59}"
2024-08-23 07:55:57,angry,0.45,"{'angry': 0.45, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.03, 'sad': 0.03, 'surprise': 0.03, 'neutral': 0.39}"
2024-08-23 07:55:57,neutral,0.63,"{'angry': 0.29, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.02, 'surprise': 0.01, 'neutral': 0.63}"
2024-08-23 07:55:57,neutral,0.61,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.02, 'sad': 0.03, 'surprise': 0.05, 'neutral': 0.61}"
2024-08-23 07:55:57,neutral,0.86,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.0, 'sad': 0.03, 'surprise': 0.0, 'neutral': 0.86}"
2024-08-23 07:55:57,neutral,0.71,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.03, 'surprise': 0.02, 'neutral': 0.71}"
2024-08-23 07:55:57,neutral,0.55,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.0, 'sad': 0.07, 'surprise': 0.02, 'neutral': 0.55}"
2024-08-23 07:55:57,sad,0.35,"{'angry': 0.2, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.18, 'sad': 0.35, 'surprise': 0.04, 'neutral': 0.07}"
2024-08-23 07:55:57,neutral,0.87,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.87}"
2024-08-23 07:55:57,neutral,0.85,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.85}"
2024-08-23 07:55:57,neutral,0.5,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.02, 'sad': 0.07, 'surprise': 0.03, 'neutral': 0.5}"
2024-08-23 07:55:58,neutral,0.51,"{'angry': 0.19, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.02, 'sad': 0.06, 'surprise': 0.02, 'neutral': 0.51}"
2024-08-23 07:55:58,neutral,0.68,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.68}"
2024-08-23 07:55:58,neutral,0.71,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.03, 'neutral': 0.71}"
2024-08-23 07:55:58,neutral,0.83,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.83}"
2024-08-23 07:55:58,neutral,0.83,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.83}"
2024-08-23 07:55:58,neutral,0.81,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.81}"
2024-08-23 07:55:58,neutral,0.84,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.0, 'neutral': 0.84}"
2024-08-23 07:55:58,neutral,0.78,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.78}"
2024-08-23 07:55:58,neutral,0.84,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.84}"
2024-08-23 07:55:58,neutral,0.87,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.0, 'sad': 0.02, 'surprise': 0.01, 'neutral': 0.87}"
2024-08-23 07:55:58,neutral,0.69,"{'angry': 0.21, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.69}"
2024-08-23 07:55:58,neutral,0.69,"{'angry': 0.21, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.69}"
2024-08-23 07:55:58,neutral,0.74,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.04, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.74}"
2024-08-23 07:55:58,neutral,0.71,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.08, 'sad': 0.05, 'surprise': 0.0, 'neutral': 0.71}"
2024-08-23 07:55:59,happy,0.89,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.89, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:55:59,happy,0.81,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.81, 'sad': 0.01, 'surprise': 0.01, 'neutral': 0.16}"
2024-08-23 07:55:59,happy,0.95,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.95, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.03}"
2024-08-23 07:55:59,happy,0.93,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.93, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:55:59,happy,0.97,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.97, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02}"
2024-08-23 07:55:59,happy,0.93,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.93, 'sad': 0.0, 'surprise': 0.01, 'neutral': 0.04}"
2024-08-23 07:55:59,happy,0.75,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.75, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.21}"
2024-08-23 07:55:59,happy,0.91,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.91, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:55:59,sad,0.56,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.23, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:55:59,happy,0.91,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.91, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:55:59,sad,0.57,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.21, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:55:59,happy,0.91,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.91, 'sad': 0.0, 'surprise': 0.01, 'neutral': 0.04}"
2024-08-23 07:55:59,sad,0.44,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.36, 'sad': 0.44, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:55:59,happy,0.68,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.68, 'sad': 0.02, 'surprise': 0.01, 'neutral': 0.16}"
2024-08-23 07:55:59,sad,0.61,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.18, 'sad': 0.61, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:55:59,happy,0.55,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.55, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.26}"
2024-08-23 07:56:00,sad,0.6,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.19, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:00,happy,0.48,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.48, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:56:00,sad,0.51,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.24, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:00,happy,0.71,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.71, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.18}"
2024-08-23 07:56:00,happy,0.42,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.42, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.18}"
2024-08-23 07:56:00,sad,0.5,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.24, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:56:00,sad,0.42,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.31, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.14}"
2024-08-23 07:56:00,happy,0.42,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.42, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:56:00,neutral,0.64,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.24, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.64}"
2024-08-23 07:56:00,neutral,0.71,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.26, 'sad': 0.02, 'surprise': 0.0, 'neutral': 0.71}"
2024-08-23 07:56:00,neutral,0.67,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.22, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.67}"
